Height,Width,Weight,Cost,Transport
24,10,326,17.87,Airways
21,8,177591,27.76,
18,6,80,19.06,Airways
7,5,4794,20.36,Airways
3,2,70,11.2,Roadways
6,4,1164,23.95,
12,8,4745,22.43,
17,6,217,24.17,Waterways
26,,5386,64.43,Waterways
18,6,5612,56.41,Roadways
37,14,86943,55.02,Airways
20,7,555,16.46,Airways
9,,73,13.46,
18,9,538,11.86,Airways
5,4,240,23.09,Airways
18,9,233674,90.95,Roadways
10,5,682,18.68,Roadways
31,11,782840,28.97,Airways
,8,707,18.55,Roadways
7,4,,10.3,Airways
18,6,211,11.04,Waterways
17,6,3359,19.75,Airways
24,7,134313,54.22,Waterways
46,9,,70.06,Waterways
26,13,1297,21.84,Airways
17,8,72057,35.9,Roadways
30,,661,19.92,Waterways
40,33,369382,77.55,Roadways
14,8,427,12.76,Roadways
22,,,51.46,
18,9,3174,22.4,Roadways
11,6,,44.29,
27,18,47374,46.53,Roadways
31,17,36225,38.11,Roadways
28,14,647,23.67,Airways
33,14,33309,32.73,Roadways
21,8,78931,54.33,Roadways
5,3,59,11.22,Airways
39,17,1979603,88.21,Airways
34,11,1990,10.76,Airways
16,8,877,13.12,Airways
16,8,95312,77.56,Roadways
15,8,233,17.17,Roadways
23,11,10936,74.21,
9,5,950,11.61,Roadways
15,8,3173,16.39,Airways
12,6,46687,38.34,
12,8,31257,95.11,Airways
26,10,12838,86.35,Waterways
9,4,4728,15.23,Airways
16,8,2025,10.57,Waterways
31,10,18907,84.24,Roadways
,8,4480,19.77,Airways
12,6,1210,23.73,Waterways
36,8,188,19.75,Waterways
30,15,17803,43.24,Airways
13,7,3757,23.02,
28,6,378383,97.29,Roadways
,18,57334,47.95,Airways
19,8,111448,35.35,Roadways
10,5,1026,14.01,Airways
28,16,66915,68.64,Waterways
,6,21316,69.36,Roadways
12,7,21370,26.13,Waterways
18,7,79326,78.83,Waterways
40,18,147330,94.21,Waterways
23,12,1797,24.96,Waterways
18,10,204848,60.28,Waterways
34,6,,17.99,Airways
31,15,2102,18.02,Airways
34,13,25516,63.34,Airways
22,13,8000,58.4,Airways
29,9,11467,99.76,
19,7,9381,84.8,Airways
39,15,7957127,27.22,Waterways
29,13,2100801,71.37,Waterways
27,15,17635,52.61,Roadways
19,7,664,14.04,Roadways
21,10,11032,41.36,Airways
25,15,1692,15.47,Roadways
17,6,980,15.62,Waterways
12,6,133,19.62,Waterways
29,6,10849,77.61,Roadways
31,7,,17.35,Roadways
,3,13,10.5,Waterways
17,9,110669,80.46,Roadways
13,7,49527,63.48,
15,8,159638,28.56,
27,15,46620,52.04,Roadways
25,11,2584,24.14,Roadways
30,10,1851,14.5,Roadways
15,7,2327,11.93,Airways
,,,23.91,Waterways
22,9,1252,17.11,Roadways
,7,,69.09,Airways
22,11,264284,80.04,
23,9,593459,85.29,Roadways
20,8,,51.55,Roadways
14,8,69502,85.05,Roadways
26,,,36.04,Roadways
25,8,1840,13.2,Roadways
3,2,45,14.6,Waterways
19,9,1138,13.58,
19,7,51131,79.88,Roadways
27,14,1527773,43.71,
14,8,185,16.39,
22,7,224105,63.64,Airways
7,4,105,15.01,
21,13,,28.15,
28,9,630,19.49,Airways
33,15,2248,12.65,Waterways
21,11,519468,37.73,Airways
23,,31863,71.94,Waterways
16,8,21618,87.3,Waterways
23,12,7055,78.69,Waterways
8,,259,12.73,Roadways
12,7,478,14.35,Airways
37,15,874,18.31,Waterways
20,8,6397,54.31,
29,15,2065,24.1,Roadways
13,7,112,10.25,Roadways
19,14,500,23.62,Airways
40,22,,11.54,Waterways
16,,1071,16.37,Airways
34,16,7421,41.56,Waterways
27,9,7836,73.74,Roadways
29,17,1556664,77.8,
8,4,7095,60.76,Roadways
21,,358,12.55,
18,8,2049,11.65,Roadways
31,16,912586,44.84,Roadways
9,4,376,24.55,Waterways
32,22,4391181,86.02,Airways
9,4,4665,23.11,Airways
,14,36150,67.35,
36,22,3742712,53.8,Airways
5,3,53,13.4,Roadways
15,6,,10.62,Airways
13,,33994,52.74,
18,8,10939,32.32,Waterways
23,10,308319,58.03,Airways
18,8,7402,98.73,Roadways
6,5,708,13.1,Airways
27,11,8586,72.41,Airways
39,23,7666999,58.08,Roadways
36,10,2538444,35.8,Waterways
,7,29233,72.07,Waterways
13,6,24018,65.25,Airways
38,17,3750,17.83,Airways
3,3,18,24.54,Waterways
23,6,,10.37,
58,16,8186224,43.33,Roadways
19,6,453,12.74,Roadways
5,4,1712,24.67,
26,16,1341889,89.73,
6,4,1611,16.69,Airways
33,17,775,24.48,
15,6,387,24.71,Roadways
23,,2954,23.64,
27,11,11292,26.71,Roadways
14,6,4308,22.89,
17,7,4044,15.58,Airways
3,2,,13.12,Roadways
34,11,1894,11.09,Roadways
22,,7595,96.88,Airways
13,6,22348,61.52,Roadways
10,5,,15.04,Roadways
28,9,3323,19.76,
43,11,5855,28.86,Roadways
24,8,217,23.02,Waterways
13,7,298,20.44,
16,7,42447,60.58,Airways
12,7,656,10.47,Roadways
14,6,125,14.09,
48,28,133430,60.06,Waterways
9,5,534,24.22,Roadways
39,20,3755,14.7,Airways
37,12,2962372,65.2,
23,12,28292,59.27,Roadways
11,8,1547,17.19,Waterways
16,6,47875,81.47,Roadways
11,8,61224,52.34,Roadways
18,8,5178,30.71,
16,7,2929,20.36,Roadways
29,7,1250,15.43,Airways
12,8,41568,63.39,Roadways
7,5,,13.88,Roadways
17,,,10.78,
33,8,477,24.54,
30,8,425547,71.61,Airways
25,7,115395,43.16,Waterways
8,4,7016,42.31,Waterways
16,7,,51.91,Waterways
11,7,2596,13.85,Airways
,12,1921,18.55,Airways
10,5,178,23.38,Roadways
22,13,1374,18.29,Airways
30,15,7923,93.12,Airways
3,2,13,23.81,Waterways
27,12,24624,60.18,Airways
21,10,,61.55,Roadways
13,6,1757,24.31,Airways
23,15,3115,16.16,Airways
,16,1658590,31.67,Roadways
21,9,1086,21.32,Waterways
32,13,1662,23.59,
18,8,204,15.05,Roadways
25,10,11529,37.46,Roadways
39,23,85079,43.47,Airways
24,12,3841,18.83,Roadways
35,15,527,23.7,
39,15,1079,14.86,Roadways
24,6,329,14.42,Airways
17,7,1418,15.69,Airways
13,6,463,21.66,Roadways
29,14,,87.14,
21,8,179269,71.75,Roadways
26,6,352,14.34,
22,,5642,45.75,
20,12,274778,86.54,Roadways
,7,714,23.74,Waterways
3,3,128,24.05,Roadways
14,,73908,37.6,Airways
19,9,135418,29.74,Airways
9,5,4973,18.67,Waterways
20,7,,23.23,
23,8,,17.87,Roadways
7,5,85,23.98,Airways
22,7,925,18,Waterways
24,,3177,19,Airways
13,8,2915,19.37,Roadways
12,8,29200,41.4,Roadways
32,16,774,16.64,Waterways
14,7,1154,12.45,Airways
21,10,905,14.49,Airways
14,6,399,20.26,Waterways
24,12,16410,67.27,
31,15,2747348,60.1,Airways
30,10,281,14.28,Roadways
26,7,11896,38.64,
,9,989192,40.84,Waterways
8,5,6476,76.38,
3,3,11,22.87,Roadways
7,4,,11.1,Waterways
7,4,302,17.4,
23,9,2879,19.02,
39,8,542,23.21,
5,4,85,16.8,
24,10,,49.47,Airways
25,9,,21.7,Waterways
65,31,43240,91.26,
50,24,16650,42.95,Roadways
26,,25331,38.68,
14,7,31206,92.18,Roadways
3,3,33,23.09,
,5,8634,47.39,
33,13,18413,63.27,Roadways
34,6,1586,17.22,Airways
41,18,6991183,74.92,Airways
23,7,179042,79.53,Waterways
41,26,24039379,28.73,
24,7,,71.34,Waterways
37,18,62557,86.14,Waterways
25,10,1411,18.98,Airways
36,10,4568,24.69,Waterways
29,14,15094,63.25,Roadways
8,5,82,17.7,
13,7,73,20.82,Roadways
3,3,222,13.2,
29,7,2516,15.31,Waterways
32,14,1520767,95.13,Airways
18,8,5573,88.3,Roadways
12,8,268,17,Airways
18,11,682,19.44,Waterways
32,11,821575,97.03,Waterways
14,6,143,21.33,Roadways
34,8,309,11.18,Roadways
19,7,506,23.73,Airways
10,4,209,13.35,Airways
11,,336,18.7,
15,6,25354,32.69,Airways
20,7,166,13.68,Airways
42,,,22.87,Airways
9,4,117,24.71,Airways
8,5,,23.6,
9,,2271,12.16,Airways
28,17,2037779,43.96,Airways
5,4,22,17.88,Roadways
5,3,14,13.22,
31,10,584,14.99,
29,8,24744,91.57,Waterways
6,4,94,24.1,Roadways
16,6,4967,16.65,Roadways
9,5,253,13.17,Airways
27,10,395849,59.91,Airways
21,,111,23.24,
32,18,2664,17.76,
7,5,4399,23.25,
4,,29,12.38,Roadways
,,564,14.72,Roadways
33,19,713,15.62,Roadways
11,8,766,16.5,Airways
31,12,2238,22.71,Airways
15,7,40811,39.23,Roadways
13,6,139,17.8,Waterways
9,5,58,22.94,Waterways
17,8,522,15.11,Airways
21,11,258,14.13,Airways
22,12,16470,55.94,Roadways
38,21,4352,15.92,Roadways
10,5,,20.62,Airways
38,14,6031,61.27,Roadways
34,16,1678895,88.54,Airways
26,13,268,21.25,Waterways
48,31,47717848,90.31,Airways
33,19,969,19.43,
6,5,483,18.47,
18,,7071,58.94,Waterways
8,5,,22.39,Airways
6,4,2665,11.57,
3,,32,13.66,Airways
8,4,155,16.99,Roadways
22,10,23991,68.25,Roadways
18,10,735,20.09,Waterways
3,2,15,21.79,
16,8,672,24.77,Airways
,7,343,17.39,Airways
45,21,16007003,73.98,
,17,,29.04,Roadways
19,,1495,17.75,Airways
6,,72,18.75,
18,8,10801,88.99,Airways
8,4,1989,24.44,
26,,851,14.59,Roadways
16,6,,19.68,Airways
22,14,848953,88.58,Airways
32,6,2250,18.44,Airways
24,6,242,20.59,Airways
9,4,5329,98.43,Airways
,14,3942298,86.18,Roadways
19,8,96439,99.02,
31,7,11780,50.99,Roadways
4,3,122,21.23,
29,13,317,12.86,Waterways
55,22,116670,98.24,Roadways
,13,,74.16,Airways
14,6,835,23,Airways
43,20,15562715,88.28,Airways
8,5,11439,36.16,Airways
28,9,,68.27,Airways
25,12,1118467,27.84,Airways
6,5,120,17.74,Airways
22,21,1256498,67.39,Roadways
37,13,1025441,56.9,Waterways
13,6,58,12.17,Roadways
33,21,6521,28.77,Waterways
19,12,243384,76.77,Roadways
20,9,10514,30,Waterways
10,4,668,10.69,
12,7,,89.04,Airways
47,37,2378,14.43,Airways
9,5,70,14.38,Roadways
8,5,3543,19.09,Airways
20,6,3310,19.14,Roadways
22,10,243292,64.53,Roadways
27,14,655328,50.19,Airways
28,8,8632,40.52,
4,4,86,18.21,
8,4,,15.32,
16,7,199,22.29,Waterways
40,,,86.87,Waterways
5,5,86,20.56,Waterways
25,7,,22.96,Waterways
31,15,3579266,90.87,Roadways
19,10,13428,79.2,
26,19,,99.45,
18,11,891,14.96,Waterways
12,6,769,19.08,Airways
14,8,3744,18.41,Airways
10,,125,17.01,Waterways
6,4,101,16.18,Waterways
32,,2435,17.91,Waterways
38,9,596,23.83,Roadways
16,6,65,19.46,
33,7,13567,30.43,Roadways
23,7,273,22.43,Airways
17,6,3912,15.11,Roadways
14,6,29866,85.66,Waterways
35,17,26493,45.46,Waterways
14,7,481,15.43,
25,17,1702,24.46,
12,8,24654,44.99,Roadways
,15,,79.22,Waterways
16,8,129647,41.23,Waterways
13,8,161,21.88,Roadways
58,34,19381,66.03,Roadways
,10,2897,11.86,Waterways
22,6,68036,37.92,Waterways
21,8,6045,54.73,Waterways
30,7,458,24.01,Roadways
9,4,223,14.45,Roadways
13,7,1189,12.4,
34,15,482,15.52,Airways
17,7,222,13.25,Waterways
31,,18173,85.18,Airways
4,,594,19.95,
23,6,99049,50.56,Airways
14,6,445,21.38,Airways
35,11,19396,96.24,Roadways
20,13,1264,16.87,Airways
,8,3859,20.5,Airways
5,4,307,11.58,Waterways
7,4,554,16.58,Airways
,26,3011,10.72,
26,10,241975,75.73,Roadways
17,8,1493,17.09,Waterways
3,3,406,12.91,Airways
29,16,1157354,35.57,Waterways
36,11,53904,97.93,Waterways
26,17,256,18.16,
14,7,,12.15,
29,8,1628,18.44,Roadways
10,5,897,22.72,Waterways
36,,40246,99.59,Airways
22,17,326,13.22,Airways
36,20,6011455,73.43,Airways
38,10,16984,59.55,Airways
16,7,6158,49.07,
20,9,6621,30.27,Roadways
24,13,636,23.32,Roadways
10,5,,24.11,Airways
,19,4166,22.62,Waterways
,,90,17.08,
38,11,21454,61.86,Airways
16,6,237,15.58,Airways
33,16,43884,40.28,Waterways
5,5,3801,14.68,Roadways
4,3,25,18.08,
18,14,15324,47.3,Waterways
27,9,527301,25.48,Airways
39,7,166214,50.53,
13,,,15.94,Waterways
18,,140067,42.12,
42,9,16993,59.66,Roadways
31,8,2778,11.79,Waterways
33,16,2524,20.09,Airways
35,10,433,11.33,Roadways
12,8,,18.61,Roadways
20,8,155318,84.13,Waterways
50,15,1149,12.16,
8,5,209,12.43,Airways
,26,192042,73.19,Airways
9,5,504,16.58,Roadways
17,6,1388,14.59,Roadways
13,8,2800,21.46,Airways
44,15,35810,36.48,Roadways
25,9,1898,15.01,Waterways
24,7,5089,56.19,Waterways
12,6,551,13.16,Roadways
11,7,1635,13.47,Roadways
19,14,25842,61.77,Roadways
42,15,2603197,97.03,Airways
31,15,,14.43,
29,6,53527,79.79,Roadways
23,7,348,22.11,Roadways
25,11,456266,64.89,
8,5,,60.85,Waterways
8,5,48,16.12,
4,,,11.93,Roadways
,8,,43.67,Airways
7,,,20.63,Airways
33,6,207038,76.55,Roadways
,7,992,20.7,
22,8,,13.52,Airways
5,3,445,11.92,Roadways
,7,1108,17.6,Roadways
3,2,18,21.71,Airways
3,2,39,17.88,Airways
40,16,867,11.77,Waterways
9,,,23.06,Roadways
46,8,42468,77.95,Airways
7,5,6193,93.25,
23,6,107598,96.77,Roadways
18,7,96206,94.31,Roadways
23,10,380,21.04,Roadways
28,6,,75.22,
,7,126928,26.96,Waterways
31,17,4670755,96.27,Waterways
11,7,48671,99.52,Roadways
,14,1258979,45.72,Roadways
6,4,1983,14.36,Roadways
32,8,15816,71.32,Airways
,9,791,19.63,Roadways
35,15,8209,45.1,Roadways
38,16,3809,17.06,Roadways
14,8,7593,55.58,
32,15,,85.75,Roadways
6,5,108,24.89,Airways
26,11,241037,96.4,Airways
36,16,676,11.36,Airways
27,,23226,58.17,Roadways
,6,1340,19.64,
17,9,7157,59.07,Airways
27,20,9122,51.9,Airways
14,7,42902,89.11,
45,24,23884847,97.29,
11,6,132,18.45,Roadways
30,15,46855,71.49,
23,12,384282,26.41,Roadways
16,6,55498,76.24,Roadways
15,6,535,10.75,Waterways
33,7,,18.99,Roadways
23,,819,24.45,Waterways
4,3,36,23.02,Airways
21,,1578,16.03,Roadways
23,13,433,14.61,Waterways
8,4,55,24.04,Airways
10,5,302,13.4,Roadways
16,8,50207,41.19,Airways
37,19,107958,26.49,Roadways
31,11,356,10.01,Airways
,7,63,22.88,Roadways
16,6,5249,69.68,Airways
12,6,1008,17.74,Roadways
13,6,153,10.09,Airways
39,,,45.26,Airways
16,7,786,14,Waterways
,22,2358378,47.69,
17,9,203488,97.32,Roadways
32,11,2431,14.39,Roadways
6,5,,12.47,Roadways
15,8,132045,84.82,Airways
15,8,155,20.99,
41,11,73981,94.87,Waterways
26,10,15590,57.78,Airways
8,4,3601,15.52,
24,6,,59.21,Airways
53,12,4695,18.78,
14,7,48791,92.99,Airways
9,5,58,18.12,
41,10,508,14.81,Roadways
28,13,4900,23,Airways
17,6,293,14.7,Roadways
22,11,507115,50.91,
14,6,41940,86.48,Roadways
16,6,145,20.89,Airways
57,36,21456,26.98,Waterways
26,10,11491,54.22,Roadways
12,6,28674,69.22,Roadways
40,16,8385994,36.26,Waterways
18,6,166,11.72,Airways
28,11,13565,83.48,Waterways
24,7,591,10.26,Roadways
15,7,30563,89.34,Airways
13,7,123,11.62,Roadways
3,2,,23.53,Roadways
22,8,3387,12.19,Waterways
39,6,923841,84.79,
4,4,291,19.87,Waterways
17,11,126770,82.23,
4,4,217,21.31,Roadways
20,8,1089,18.41,Airways
23,7,,66.99,Waterways
8,4,2573,20.45,Airways
36,13,35021,84.45,
11,6,401,12.57,Waterways
13,8,428,20.6,Roadways
30,11,11623,76.49,Airways
7,5,451,20.19,Roadways
24,,413,19.52,Roadways
9,4,4258,17.31,Roadways
12,8,5858,85.49,Roadways
15,6,20659,95.05,Roadways
23,9,667,15.03,Roadways
21,11,351741,40.89,
28,11,14427,75.66,Waterways
35,14,3398653,65.99,Airways
26,15,6420,35.42,Waterways
31,,910916,73.58,Waterways
13,7,1335,13.45,Roadways
25,8,196248,97.65,
33,,1255108,51.54,Roadways
19,9,4554,11.09,Waterways
40,15,961,24.45,Waterways
48,20,6887736,85.76,
42,18,5194,78.24,Waterways
9,5,1100,15.35,Airways
34,12,799552,74.93,Waterways
15,6,372,10.43,Waterways
16,8,100308,59.06,
,20,4760582,59.47,Waterways
26,12,1754,19.39,Roadways
32,16,3652,20.43,Waterways
29,8,10931,32.52,Roadways
8,5,134,14.65,
17,9,110941,55.95,Roadways
38,15,1997294,89.46,Airways
18,11,99,12.11,Airways
19,14,545,23.28,Waterways
34,10,1343791,39.34,Roadways
22,14,30791,81.38,Roadways
12,6,423,14.38,
36,17,4737505,32.48,Roadways
29,10,418256,81.62,Waterways
10,4,9592,31.12,Airways
11,8,421,16.42,Roadways
27,18,40389,62.6,Airways
17,6,538,14.28,Roadways
47,12,,63.12,
27,15,883259,28.55,Waterways
49,22,171754,42.5,Airways
40,20,9983,85.58,Waterways
13,8,131,14.94,Roadways
14,6,16635,76.23,Waterways
28,11,1301274,97.35,Waterways
28,7,11501,57.12,
34,13,2166915,90.73,
22,14,386,23.28,Airways
14,8,4407,16.77,
35,21,89371,39.7,Airways
22,9,474405,95.52,Airways
45,13,3030,16.74,Roadways
31,26,5000,62.61,Airways
3,3,33,23.57,Waterways
32,15,1641728,94.31,Roadways
10,4,6536,45.41,Waterways
13,6,367,11.68,Waterways
11,7,68,24.56,
3,3,303,13.44,Airways
25,7,332,23.85,Waterways
17,7,649,21.34,Roadways
27,6,293,12.99,Roadways
28,11,692258,46.83,
,11,2404,16.59,Waterways
11,6,872,14.18,Waterways
38,19,,43.81,Roadways
15,7,574,10.37,Roadways
13,7,3996,24.82,Roadways
22,16,12204,90.66,Roadways
37,15,,51.6,Roadways
27,,365,18.76,Airways
9,4,147,24.9,Roadways
31,6,16025,67.46,
14,8,4851,24.25,Airways
18,8,37164,42.6,Waterways
4,4,568,13.16,Waterways
18,6,84383,47.23,Airways
39,12,2252759,27.98,Airways
31,23,70415,55.19,Airways
10,5,513,10.21,Airways
26,9,254309,42.12,
22,9,355,22.68,Waterways
19,10,6637,46.73,Airways
12,7,127,20.25,
25,,1999,18.45,Airways
29,14,3842,22.22,Airways
17,8,62782,71.7,Airways
12,6,97,19.01,Airways
4,4,35,11.33,Roadways
,4,26,18.11,Waterways
6,,383,18.81,Airways
25,15,24297,43.51,
,17,5296,55.86,
,10,418,22.3,Airways
13,7,2656,14.74,Airways
26,11,,43.18,Roadways
31,17,2879,15.71,Roadways
,5,403,24.21,Roadways
15,6,484,10.79,Airways
68,50,25522,40.52,Roadways
22,9,122223,43.92,Waterways
12,6,2938,11.37,Airways
46,14,59674,43.97,Airways
31,14,1889965,87.71,Roadways
15,7,3391,21.06,Airways
12,6,269,11.28,Airways
23,13,1599,18.47,Waterways
37,25,,86.59,Airways
3,3,21,17.6,Waterways
21,6,63,16.99,
34,11,12986,78.81,Airways
26,16,1142844,96.21,Roadways
10,5,180,15.61,Roadways
11,7,315,12.34,Roadways
22,15,529455,96.95,
30,17,653,11.04,Waterways
3,3,51,22.69,
9,4,188,16.81,Roadways
37,9,177152,45.33,Waterways
20,8,378113,69.15,Waterways
26,7,498141,59.02,
9,5,200,17.29,Roadways
14,6,912,23.35,Airways
3,2,16,23.14,Roadways
32,23,1544,13.25,Roadways
8,5,141,11.04,Waterways
15,7,457,22.07,Roadways
12,6,46034,75.04,Airways
,3,164,18.41,Roadways
41,23,4341915,34.73,Waterways
14,7,3049,11.41,Airways
19,8,2559,15.37,Roadways
19,12,841044,88.32,
29,11,254,19.77,Roadways
26,9,476908,72.26,Airways
20,11,2573,15.49,Airways
,,76584,45.12,
5,3,651,19.56,Airways
5,3,22,17.41,Waterways
17,8,1543,18.1,Roadways
37,17,3963,12,Roadways
12,6,20337,49.18,Waterways
15,7,370,16.36,Waterways
13,6,142,18.37,Waterways
16,8,3384,14.84,Roadways
22,13,3570,19.46,Airways
,16,1972,19.88,Airways
32,11,5535,57.16,
29,11,319,17.61,Roadways
17,,1054,17.09,Airways
27,17,48264,96.5,Roadways
37,16,,19.83,Airways
26,7,324788,48.16,Roadways
32,10,16449,93.7,Roadways
19,9,389251,39.73,Roadways
36,11,,29.04,
29,15,52210,65.72,
9,4,128,12.37,Airways
33,14,2321,16.53,Waterways
15,6,2964,13.39,Waterways
,5,,22.29,Airways
9,5,96,21.1,Airways
13,6,31565,65.49,Waterways
12,8,44975,43.47,Airways
34,19,91291,37.2,Waterways
37,13,2710,15.39,
45,26,123304,57.94,
12,6,33354,66.25,Roadways
28,17,6339,74.38,Roadways
19,,,16.75,Airways
20,11,358,16.8,Roadways
12,7,,65.8,Roadways
,5,,17.61,
24,13,12605,47.72,Waterways
25,6,109702,86.33,Airways
17,8,1118,18.1,Roadways
5,3,,22.18,Roadways
9,5,2167,19.9,Airways
7,4,3579,24.39,Airways
15,6,2962,19.07,Waterways
4,4,,14.8,Airways
30,20,7165555,47.34,Roadways
19,16,3726,15.07,Waterways
3,3,67,24.73,
33,16,10102,95.14,Roadways
,2,15,19.65,
25,9,274,20.8,Waterways
28,6,117,12.42,Airways
16,6,3591,13.39,Waterways
17,7,3030,18.19,Roadways
16,,88886,76.7,Roadways
4,4,28,14.76,Waterways
6,4,184,18.47,Airways
23,7,108134,38.35,
19,7,4611,22.19,Airways
13,7,157,14.83,Roadways
20,7,102155,84.03,Roadways
6,4,2369,24.58,Waterways
7,4,29,23.68,Roadways
51,12,38483,80.95,Waterways
10,4,885,14.45,Roadways
45,16,6962,92.02,Roadways
32,9,554754,38.65,Waterways
13,7,149,10.75,Roadways
11,7,719,21.89,Roadways
9,5,844,16.01,Airways
44,15,121249,37.42,Roadways
,5,465,21.75,Airways
32,15,65082,48.22,Roadways
14,7,472,13.95,Roadways
,19,2593,24.21,Airways
12,8,3781,21.04,Waterways
48,28,6929,65.58,Airways
19,6,2689,14.4,Roadways
8,4,115,21.35,Airways
26,8,104,11.81,Roadways
6,5,,20.09,Roadways
21,8,1530,18.8,Airways
16,8,66688,36.02,Roadways
15,7,6398,29.15,Waterways
10,,503,24.84,Airways
40,21,4374,13.73,
23,14,1614,23.11,Roadways
34,16,683,10.83,
22,12,1034,10.28,Airways
43,30,142824,69.71,Airways
32,11,730,11.18,Roadways
18,8,267118,61.85,Airways
21,7,5195,91.67,Roadways
19,13,1201,17.86,
17,6,75556,33.71,Roadways
33,11,1679346,53.9,Waterways
26,20,5188367,75.88,Waterways
25,12,704055,53.8,Roadways
32,12,2628,11.93,Airways
15,6,337,24.77,Airways
37,17,1927,12.19,Waterways
22,10,541,23.81,
15,8,692,11.75,
7,5,2171,22.94,Airways
34,16,23326,30.81,Airways
14,8,67251,88.01,Airways
29,,1111835,46.21,Airways
29,,42345,98.17,Roadways
26,12,415,23.47,Roadways
19,17,1592885,66.49,Airways
33,10,1712984,40.87,Roadways
24,10,1429,19.99,Waterways
22,10,169157,27.85,Airways
5,5,251,11.16,Roadways
30,9,456221,84.66,Roadways
10,4,6258,88.15,
3,3,50,21.37,
38,18,7552271,55.01,Waterways
21,8,504,14.79,
23,9,5936,70.52,Airways
27,10,4151,22.76,Airways
22,12,,21.21,Airways
11,,293,21.89,
32,7,169582,56.57,Roadways
12,7,2634,19.31,Roadways
36,16,,47.56,Airways
10,5,355,13.31,Waterways
18,12,,97.86,
17,8,1803,23.43,Waterways
9,4,146,12.79,Airways
,12,44617,33.45,
37,17,30554,45.11,
8,,3580,13.05,Roadways
6,5,2648,15.5,Airways
37,22,77061,35.77,Airways
8,5,393,20.55,
26,,8520,53.72,Waterways
19,6,299,10.88,Roadways
22,,370446,90.05,Roadways
,15,3219360,42.16,
19,10,1818,21.38,Roadways
38,10,48755,75.96,Waterways
19,11,6263,78.33,Airways
6,4,2492,21.04,Waterways
26,10,650,14.39,Waterways
15,6,41125,30.8,Roadways
31,11,,64.83,Roadways
11,8,303,18.96,Roadways
30,12,27134,42.16,Roadways
5,,45,19.45,Airways
18,6,312,10.78,Airways
58,32,49145353,70.18,
19,8,972,24.47,Roadways
22,9,170415,33.55,Airways
57,33,,58.13,Airways
16,7,549,14.9,Waterways
30,6,9675,28.96,Airways
19,14,,18.05,
18,11,13911,69.76,
27,15,2038,15.04,Roadways
12,6,11803,34.29,Roadways
11,7,,81.31,
33,18,6256706,52.97,Roadways
32,13,878471,37.04,Waterways
6,5,62,24.17,Roadways
22,13,1342,14.94,
37,9,1443,11.5,Airways
41,20,79138,73.49,Roadways
37,14,2053,13.28,Roadways
9,,466,14.13,Airways
,11,239778,30.1,
30,11,31658,73.67,Waterways
11,,14016,52.09,Waterways
29,14,35756,31.58,Waterways
29,,,96.27,
24,7,166,23.35,
32,,753,12.16,Waterways
7,4,92,19.42,Waterways
45,9,29714,93.22,Waterways
9,5,5112,31.56,Airways
4,4,720,21.57,Waterways
28,14,1230732,70.04,Roadways
6,4,109,10.31,Waterways
,3,,15.23,Airways
12,6,1218,20.77,Waterways
37,24,1824857,86.37,
21,15,1336,19.72,Airways
23,10,18060,32.61,Airways
30,6,6703,55.82,
31,6,343220,99.56,Airways
27,9,315612,97.88,Roadways
,2,25,13.14,Airways
36,10,2820,21.13,Waterways
9,,84,24.5,Airways
40,23,88279,36.88,Airways
31,,5310,41.73,Airways
15,7,887,14.98,Airways
43,13,2558,10.01,Airways
54,24,5074949,78.67,Roadways
31,,443245,27,Waterways
26,19,1043592,92.59,Waterways
9,4,148,18.88,Waterways
28,6,706,15.24,Airways
39,16,733,19.46,Airways
4,3,98,14.08,Airways
19,7,551,13.79,Roadways
9,4,,20.15,Roadways
9,4,114,22.96,Airways
37,10,15654,85.72,Airways
,,27,20.42,Airways
31,6,3277,16.55,Waterways
22,7,103591,58.92,Roadways
24,11,1332,12.96,
52,32,29869,80.44,Airways
30,19,4864,22.37,
26,9,331,20.26,Airways
9,5,382,12.07,
25,,,98.92,
36,11,6368,63.65,
33,15,36880,75.42,Waterways
13,8,111036,85.37,Roadways
22,,2797,24.8,
20,9,2127,14.74,
31,18,7241,87.43,Waterways
26,8,360,16.11,
64,21,2887,15.89,Roadways
33,6,583,13.55,
42,15,1143,10.78,Airways
32,11,1061,18.41,Waterways
,5,201,23.18,Roadways
31,15,46330,46.73,Airways
13,,1277,11.07,
19,,714658,64.65,Airways
15,8,531,15.96,Roadways
14,,,23.86,
16,7,409,11.85,Airways
32,15,498,11.59,Roadways
16,7,934,11.7,Roadways
8,,53,19.82,Roadways
33,7,323,14.45,
32,10,,48.09,
10,4,141,12.76,Roadways
11,8,2354,18.97,Waterways
14,7,4850,10.33,Roadways
7,5,6301,53.43,Roadways
17,7,54433,26.28,Roadways
29,,340641,34.64,
9,4,,20.38,Airways
19,7,505,11.24,Roadways
43,8,202155,49.78,Airways
30,10,674244,94.31,Roadways
20,13,22045,26.26,
10,4,146,23.25,Roadways
13,8,,34.95,Roadways
30,9,1387,15.49,
16,6,2271,15.8,Roadways
9,5,1466,14.38,Waterways
,5,,19.97,Roadways
68,22,10078717,72.61,Roadways
30,9,499,22.53,Roadways
27,12,2149,19.51,Roadways
19,8,,55.72,
4,4,1007,17.68,Airways
15,8,,60.65,Roadways
8,5,7259,65.63,Waterways
41,10,4207,13.95,
25,9,9843,92.31,
9,5,5612,62.14,Airways
